,date,price,bedrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,geometry,month
13838,2014-12-11,1800000.0,5,2880,20274,1.0,0.0,3.0,4,1220.0,1959,0.0,98004,47.6267,-122.22200000000001,3750,20220,POINT (-122.222 47.6267),12
13839,2015-03-27,390000.0,3,2160,98445,2.0,0.0,0.0,3,0.0,1978,0.0,98042,47.35,-122.162,2004,44431,POINT (-122.162 47.35),3
13840,2014-06-25,1150000.0,3,2110,18815,2.0,0.0,0.0,5,0.0,1979,0.0,98075,47.5836,-122.042,2690,21010,POINT (-122.042 47.5836),6
13841,2014-07-23,295000.0,4,1830,5720,2.0,0.0,0.0,3,0.0,2003,0.0,98030,47.3604,-122.179,1960,5754,POINT (-122.179 47.3604),7
13842,2014-10-17,775000.0,4,3180,7650,2.0,0.0,0.0,3,650.0,1920,0.0,98115,47.6887,-122.319,2000,4080,POINT (-122.319 47.6887),10
13843,2015-03-18,380000.0,3,1880,6047,2.0,0.0,0.0,3,0.0,1993,0.0,98038,47.3722,-122.044,2120,7188,POINT (-122.044 47.3722),3
13844,2015-04-27,550000.0,3,1140,8180,1.0,0.0,0.0,3,0.0,1959,0.0,98005,47.5851,-122.17200000000001,1510,8588,POINT (-122.172 47.5851),4
13845,2014-07-17,199900.0,5,1798,11232,1.0,0.0,0.0,3,0.0,1967,0.0,98001,47.3266,-122.291,1300,15582,POINT (-122.291 47.3266),7
13846,2014-09-16,329900.0,3,1670,5209,1.5,0.0,0.0,5,0.0,1908,0.0,98118,47.5362,-122.271,1990,4960,POINT (-122.271 47.5362),9
13847,2014-09-01,898000.0,3,2580,11060,1.0,0.0,0.0,3,0.0,1964,0.0,98005,47.6113,-122.164,2580,13868,POINT (-122.164 47.6113),9
13848,2014-06-03,875000.0,4,3720,12384,1.0,0.0,2.0,5,1860.0,1970,0.0,98075,47.5836,-122.074,3180,15541,POINT (-122.074 47.5836),6
13849,2014-05-16,375000.0,4,2790,7956,2.0,0.0,0.0,3,0.0,2005,0.0,98198,47.3681,-122.31,1660,8192,POINT (-122.31 47.3681),5
13850,2014-08-08,365000.0,3,2190,5091,2.0,0.0,0.0,3,0.0,2004,0.0,98038,47.3506,-122.039,2200,5948,POINT (-122.039 47.3506),8
13851,2014-05-08,530000.0,4,2280,2850,1.5,0.0,0.0,4,740.0,1930,0.0,98115,47.6871,-122.307,1680,3800,POINT (-122.307 47.6871),5
13852,2015-03-18,225500.0,3,1100,5200,1.0,0.0,0.0,4,0.0,1969,0.0,98042,47.3643,-122.081,920,5200,POINT (-122.081 47.3643),3
13853,2014-11-17,318000.0,4,2180,7000,1.0,0.0,0.0,3,500.0,1969,0.0,98055,47.4651,-122.19200000000001,2000,8000,POINT (-122.192 47.4651),11
13854,2015-04-01,910000.0,4,2770,9798,2.0,0.0,0.0,4,0.0,1986,0.0,98027,47.562,-122.081,3040,11100,POINT (-122.081 47.562),4
13855,2014-10-08,207000.0,3,1980,18730,1.0,0.0,0.0,4,700.0,1943,0.0,98001,47.3221,-122.28200000000001,1356,9450,POINT (-122.282 47.3221),10
13856,2014-05-30,1890000.0,5,4180,17935,2.0,0.0,0.0,3,0.0,2004,0.0,98004,47.5873,-122.20200000000001,2950,13760,POINT (-122.202 47.5873),5
13857,2014-09-05,624500.0,6,3030,31920,1.0,0.0,0.0,4,1360.0,1980,0.0,98075,47.575,-122.03299999999999,2890,35100,POINT (-122.033 47.575),9
13858,2014-06-04,640000.0,3,1690,1553,2.5,0.0,0.0,3,0.0,2007,0.0,98199,47.6443,-122.385,1910,1553,POINT (-122.385 47.6443),6
13859,2015-04-10,500000.0,3,1990,65340,2.0,0.0,0.0,3,0.0,1986,0.0,98027,47.4726,-121.99,2120,59241,POINT (-121.99 47.4726),4
13860,2015-03-04,390000.0,5,2250,8970,1.0,0.0,0.0,4,750.0,1966,0.0,98034,47.7217,-122.18799999999999,1940,8710,POINT (-122.188 47.7217),3
13861,2014-07-29,284000.0,3,2080,2050,1.5,0.0,0.0,3,530.0,2003,0.0,98042,47.4199,-122.15700000000001,2080,2275,POINT (-122.157 47.4199),7
13862,2014-06-26,620000.0,3,2460,41343,1.0,0.0,0.0,4,0.0,1988,0.0,98027,47.5142,-122.021,2500,53885,POINT (-122.021 47.5142),6
13863,2015-03-17,306000.0,3,2588,5702,2.0,0.0,0.0,3,0.0,2008,0.0,98042,47.3453,-122.15100000000001,2403,5703,POINT (-122.151 47.3453),3
13864,2014-09-19,495000.0,4,2570,12039,1.0,0.0,0.0,3,660.0,1978,0.0,98074,47.62600000000001,-122.04799999999999,2200,12384,POINT (-122.048 47.62600000000001),9
13865,2014-06-05,499950.0,3,2370,12753,2.0,0.0,0.0,3,0.0,2001,0.0,98019,47.7359,-121.984,2280,16808,POINT (-121.984 47.7359),6
13866,2014-11-10,330000.0,3,1070,10563,1.0,0.0,0.0,3,0.0,1969,0.0,98072,47.7687,-122.166,1840,9638,POINT (-122.166 47.7687),11
13867,2014-05-13,665000.0,3,1940,5820,1.5,0.0,0.0,5,790.0,1944,0.0,98107,47.6638,-122.36200000000001,990,3880,POINT (-122.362 47.6638),5
13868,2014-06-30,850000.0,3,2650,2387,2.0,0.0,0.0,3,820.0,1920,0.0,98119,47.6315,-122.36200000000001,1870,2216,POINT (-122.362 47.6315),6
13869,2014-09-11,599950.0,4,2290,6318,2.0,0.0,0.0,4,0.0,1988,0.0,98029,47.57,-122.02,2150,7350,POINT (-122.02 47.57),9
13870,2014-10-22,360000.0,4,2050,9143,2.0,0.0,0.0,3,0.0,1992,0.0,98166,47.4597,-122.355,1510,9484,POINT (-122.355 47.4597),10
13871,2014-08-27,699000.0,3,2680,5497,2.0,0.0,0.0,3,0.0,2001,0.0,98052,47.7043,-122.12799999999999,2780,5497,POINT (-122.128 47.7043),8
13872,2015-03-13,475000.0,3,1520,8100,1.0,0.0,0.0,5,760.0,1945,0.0,98117,47.6966,-122.375,1040,8100,POINT (-122.375 47.6966),3
13873,2014-12-03,575000.0,3,2690,435600,2.0,0.0,0.0,3,0.0,1992,0.0,98070,47.3477,-122.51899999999999,1700,163350,POINT (-122.519 47.3477),12
13874,2014-05-27,345000.0,2,1180,844,2.0,0.0,0.0,3,190.0,2005,0.0,98144,47.5998,-122.3,1170,1400,POINT (-122.3 47.5998),5
13875,2015-04-30,367950.0,4,3030,9500,2.0,0.0,0.0,3,0.0,1989,0.0,98001,47.3511,-122.287,2650,9500,POINT (-122.287 47.3511),4
13876,2014-06-25,374500.0,3,1400,11400,2.0,0.0,0.0,3,0.0,1984,0.0,98028,47.7428,-122.23100000000001,2180,9248,POINT (-122.231 47.7428),6
13877,2014-08-04,607500.0,4,3000,8100,2.0,0.0,0.0,3,0.0,1992,0.0,98125,47.7151,-122.305,1550,8100,POINT (-122.305 47.7151),8
13878,2014-05-30,374000.0,3,1200,9800,1.0,0.0,0.0,4,0.0,1971,0.0,98072,47.7412,-122.109,1220,10220,POINT (-122.109 47.7412),5
13879,2014-09-03,390000.0,3,1000,6947,1.0,0.0,0.0,3,0.0,1947,0.0,98125,47.7142,-122.319,1000,6947,POINT (-122.319 47.7142),9
13880,2015-04-07,705000.0,4,2740,5339,2.5,0.0,0.0,3,0.0,2004,0.0,98103,47.6706,-122.35600000000001,1770,4820,POINT (-122.356 47.6706),4
13881,2014-10-29,467000.0,3,1990,4978,2.0,0.0,0.0,3,0.0,2004,0.0,98065,47.5323,-121.85600000000001,2650,6816,POINT (-121.856 47.5323),10
13882,2014-08-14,243500.0,3,2110,7794,1.0,0.0,0.0,3,0.0,1981,0.0,98198,47.4005,-122.29299999999999,1330,10044,POINT (-122.293 47.4005),8
13883,2014-07-07,593000.0,3,1830,1850,2.0,0.0,0.0,3,140.0,2011,0.0,98027,47.5307,-122.074,2310,2680,POINT (-122.074 47.5307),7
13884,2014-11-14,223000.0,3,940,7980,1.0,0.0,0.0,3,0.0,1961,0.0,98146,47.5107,-122.345,1050,7980,POINT (-122.345 47.5107),11
13885,2015-04-20,574000.0,4,2980,10179,2.0,0.0,2.0,3,0.0,2003,0.0,98038,47.3895,-122.03299999999999,2980,8828,POINT (-122.033 47.3895),4
13886,2014-06-04,400000.0,3,2260,11305,1.0,0.0,0.0,3,1130.0,1986,0.0,98055,47.4544,-122.204,2080,10248,POINT (-122.204 47.4544),6
13887,2014-11-03,772000.0,4,3470,70131,1.0,0.0,0.0,4,1720.0,1962,0.0,98005,47.6339,-122.18,2950,43560,POINT (-122.18 47.6339),11
13888,2015-05-01,593777.0,3,1510,10450,1.0,0.0,0.0,4,0.0,1964,0.0,98052,47.684,-122.113,1310,9450,POINT (-122.113 47.684),5
13889,2014-12-23,539500.0,4,2710,5722,2.0,0.0,0.0,4,670.0,1997,0.0,98108,47.5591,-122.302,2500,5722,POINT (-122.302 47.5591),12
13890,2015-04-01,550000.0,3,2080,2625,2.0,0.0,0.0,3,0.0,2006,0.0,98029,47.5469,-121.99700000000001,1760,2772,POINT (-121.997 47.5469),4
13891,2014-06-30,265000.0,2,1860,10856,1.0,0.0,0.0,3,600.0,1952,0.0,98178,47.4989,-122.265,1250,10008,POINT (-122.265 47.4989),6
13892,2014-10-02,428000.0,3,2120,9350,1.0,0.0,0.0,3,840.0,1979,0.0,98072,47.7562,-122.145,2200,9000,POINT (-122.145 47.7562),10
13893,2015-04-28,505000.0,3,1110,8375,1.0,0.0,0.0,5,0.0,1951,0.0,98115,47.6978,-122.29700000000001,1410,7734,POINT (-122.297 47.6978),4
13894,2014-07-01,925000.0,5,5190,12637,2.0,0.0,2.0,3,0.0,2001,0.0,98065,47.5424,-121.87200000000001,3840,12637,POINT (-121.872 47.5424),7
13895,2015-01-02,230000.0,3,1520,15344,1.0,0.0,0.0,3,0.0,1968,0.0,98023,47.3308,-122.365,2270,14981,POINT (-122.365 47.3308),1
13896,2014-08-20,695000.0,4,2650,9990,2.0,0.0,0.0,3,0.0,1990,0.0,98029,47.5605,-122.016,2710,8012,POINT (-122.016 47.5605),8
13897,2015-04-14,700000.0,4,3350,7857,2.0,0.0,2.0,3,0.0,2004,0.0,98065,47.5398,-121.859,3870,7886,POINT (-121.859 47.5398),4
13898,2015-04-25,712500.0,3,1770,2800,1.5,0.0,0.0,3,0.0,1914,0.0,98103,47.6631,-122.35700000000001,1630,3254,POINT (-122.357 47.6631),4
13899,2015-04-03,480000.0,3,2200,4692,2.0,0.0,0.0,3,0.0,2005,0.0,98011,47.7761,-122.169,2440,3833,POINT (-122.169 47.7761),4
13900,2014-09-22,470000.0,3,2000,8424,1.0,0.0,0.0,4,700.0,1968,0.0,98034,47.7089,-122.20100000000001,2110,8400,POINT (-122.201 47.7089),9
13901,2014-07-24,335000.0,3,1730,15003,1.0,0.0,0.0,3,580.0,1980,0.0,98014,47.6923,-121.92,1900,15483,POINT (-121.92 47.6923),7
13902,2015-04-17,270000.0,3,1300,7907,1.0,0.0,0.0,3,400.0,1970,0.0,98030,47.3737,-122.22399999999999,1630,7600,POINT (-122.224 47.3737),4
13903,2015-03-24,810000.0,5,2950,67475,1.0,0.0,0.0,3,420.0,1981,2004.0,98072,47.7233,-122.117,2620,39820,POINT (-122.117 47.7233),3
13904,2014-08-12,589000.0,3,1720,954,3.0,0.0,0.0,3,260.0,2006,0.0,98119,47.648,-122.35799999999999,1720,1294,POINT (-122.358 47.648),8
13905,2014-09-26,415000.0,2,880,4558,1.0,0.0,0.0,3,0.0,1951,0.0,98115,47.6803,-122.287,1370,5243,POINT (-122.287 47.6803),9
13906,2015-03-11,197000.0,4,1790,13200,1.0,0.0,0.0,3,570.0,1979,0.0,98058,47.4672,-122.185,1740,8950,POINT (-122.185 47.4672),3
13907,2014-08-25,235500.0,3,1380,7600,1.0,0.0,0.0,4,590.0,1971,0.0,98003,47.3489,-122.306,1570,7904,POINT (-122.306 47.3489),8
13908,2015-04-07,460000.0,3,1530,1840,2.0,0.0,0.0,3,290.0,2008,0.0,98144,47.586999999999996,-122.301,1800,3431,POINT (-122.301 47.587),4
13909,2014-10-29,572500.0,5,2330,4947,1.0,0.0,0.0,4,950.0,1955,0.0,98136,47.5352,-122.39200000000001,2120,5605,POINT (-122.392 47.5352),10
13910,2014-09-24,302000.0,5,1540,9629,1.0,0.0,0.0,4,0.0,1960,0.0,98059,47.4915,-122.14299999999999,2260,9600,POINT (-122.143 47.4915),9
13911,2014-08-13,870000.0,3,3210,8630,2.0,0.0,0.0,4,680.0,1990,0.0,98033,47.6939,-122.189,2630,8630,POINT (-122.189 47.6939),8
13912,2014-10-07,485000.0,3,1130,5758,1.0,0.0,0.0,3,0.0,1939,0.0,98199,47.6413,-122.40100000000001,1510,6000,POINT (-122.401 47.6413),10
13913,2015-02-05,240000.0,3,1460,7526,1.0,0.0,0.0,3,0.0,1968,0.0,98003,47.3463,-122.304,1580,7526,POINT (-122.304 47.3463),2
13914,2014-10-22,383000.0,3,1410,7215,1.0,0.0,0.0,3,0.0,1967,0.0,98034,47.7343,-122.193,1550,7600,POINT (-122.193 47.7343),10
13915,2014-06-26,750000.0,4,1750,5080,1.5,0.0,0.0,3,0.0,1903,0.0,98122,47.6143,-122.305,1700,4572,POINT (-122.305 47.6143),6
13916,2014-06-03,409950.0,2,1370,5125,1.0,0.0,0.0,5,0.0,1944,0.0,98103,47.6926,-122.346,1200,5100,POINT (-122.346 47.6926),6
13917,2014-05-21,246000.0,3,1780,23819,1.0,0.0,0.0,3,0.0,1953,0.0,98168,47.4912,-122.31200000000001,1130,14450,POINT (-122.312 47.4912),5
13918,2015-04-03,860000.0,4,1890,4500,2.0,0.0,0.0,5,400.0,1937,0.0,98115,47.6751,-122.289,1890,5000,POINT (-122.289 47.6751),4
13919,2014-05-07,339950.0,3,1630,12295,2.0,0.0,0.0,4,0.0,1985,0.0,98058,47.4279,-122.161,1730,9948,POINT (-122.161 47.4279),5
13920,2014-05-09,315000.0,5,2320,8100,1.0,0.0,0.0,4,1160.0,1956,0.0,98166,47.4631,-122.34100000000001,1410,7271,POINT (-122.341 47.4631),5
13921,2014-08-13,698000.0,3,2580,4636,2.0,0.0,0.0,3,0.0,2006,0.0,98074,47.6201,-122.025,2480,4500,POINT (-122.025 47.6201),8
13922,2014-08-22,419000.0,2,1470,2034,2.0,0.0,0.0,4,0.0,1985,0.0,98007,47.6213,-122.15299999999999,1510,2055,POINT (-122.153 47.6213),8
13923,2015-01-22,372000.0,3,2298,10140,1.0,0.0,0.0,3,0.0,1969,0.0,98052,47.6909,-122.083,2580,24724,POINT (-122.083 47.6909),1
13924,2014-09-11,425000.0,3,1960,4709,2.0,0.0,0.0,3,0.0,2003,0.0,98065,47.5322,-121.87100000000001,1700,4444,POINT (-121.871 47.5322),9
13925,2014-07-24,386500.0,3,2950,8036,1.5,0.0,0.0,3,1000.0,1963,0.0,98125,47.7239,-122.31299999999999,2060,7200,POINT (-122.313 47.7239),7
13926,2014-11-17,348000.0,2,670,7312,1.0,0.0,0.0,3,0.0,1942,0.0,98125,47.7145,-122.285,860,8242,POINT (-122.285 47.7145),11
13927,2015-04-24,754000.0,5,3020,15305,2.0,0.0,0.0,3,790.0,1978,0.0,98040,47.5627,-122.21600000000001,3680,14486,POINT (-122.216 47.5627),4
13928,2014-12-15,269950.0,4,2390,7309,2.0,0.0,0.0,4,0.0,1944,1981.0,98002,47.294,-122.21799999999999,930,7308,POINT (-122.218 47.294),12
13929,2014-12-11,891500.0,3,3090,20785,2.0,0.0,0.0,4,0.0,1991,0.0,98075,47.5602,-122.03,3400,7566,POINT (-122.03 47.5602),12
13930,2014-10-09,349950.0,4,1780,5000,1.0,0.0,0.0,5,890.0,1903,0.0,98108,47.5329,-122.292,1860,5000,POINT (-122.292 47.5329),10
13931,2014-05-09,360000.0,2,1420,81892,1.0,0.0,0.0,3,240.0,1956,0.0,98055,47.4342,-122.195,1490,1863,POINT (-122.195 47.4342),5
13932,2014-12-09,975000.0,4,2420,15482,2.0,0.0,0.0,4,0.0,1925,1997.0,98004,47.5907,-122.196,2870,13905,POINT (-122.196 47.5907),12
13933,2014-05-05,449250.0,4,1480,3844,1.5,0.0,0.0,5,0.0,1928,0.0,98133,47.7042,-122.352,1480,3844,POINT (-122.352 47.7042),5
13934,2014-12-01,350000.0,4,2190,3850,2.0,0.0,0.0,3,0.0,2006,0.0,98059,47.4854,-122.16,1900,3850,POINT (-122.16 47.4854),12
13935,2015-04-01,790000.0,4,1820,6137,1.5,0.0,3.0,4,0.0,1911,0.0,98107,47.6681,-122.36,2130,5100,POINT (-122.36 47.6681),4
13936,2014-09-09,990000.0,3,1810,24586,1.0,0.0,4.0,4,880.0,1983,0.0,98040,47.5314,-122.22200000000001,3540,14200,POINT (-122.222 47.5314),9
13937,2014-12-01,834000.0,3,2550,4089,2.0,0.0,0.0,3,0.0,1983,0.0,98112,47.6272,-122.29700000000001,1680,4089,POINT (-122.297 47.6272),12
13938,2014-08-14,466950.0,3,1360,3880,1.0,0.0,0.0,3,300.0,1963,0.0,98117,47.6837,-122.391,1110,3880,POINT (-122.391 47.6837),8
13939,2014-07-17,262500.0,3,2259,26831,1.5,0.0,3.0,5,768.0,1908,0.0,98001,47.2741,-122.266,1980,15794,POINT (-122.266 47.2741),7
13940,2014-05-06,762300.0,4,3880,14550,2.0,0.0,0.0,3,0.0,1987,0.0,98074,47.6378,-122.04,3240,14045,POINT (-122.04 47.6378),5
13941,2015-01-26,733000.0,6,2730,5000,1.0,0.0,0.0,3,950.0,1962,0.0,98107,47.6751,-122.38,2090,5000,POINT (-122.38 47.6751),1
13942,2015-04-14,439000.0,4,2800,17279,1.0,0.0,2.0,3,1240.0,1957,0.0,98028,47.7596,-122.26899999999999,3060,13423,POINT (-122.269 47.7596),4
13943,2014-11-12,1160000.0,5,4290,7019,2.5,0.0,0.0,4,700.0,1927,0.0,98112,47.6439,-122.302,1920,4000,POINT (-122.302 47.6439),11
13944,2014-10-08,420000.0,3,1770,3993,2.0,0.0,0.0,3,0.0,1999,0.0,98074,47.6027,-122.02,1820,4046,POINT (-122.02 47.6027),10
13945,2014-07-18,549000.0,3,1920,10961,2.0,0.0,0.0,3,0.0,1981,0.0,98074,47.6432,-122.057,2000,10706,POINT (-122.057 47.6432),7
13946,2014-08-26,518000.0,4,2320,4000,1.5,0.0,0.0,5,810.0,1905,0.0,98122,47.6048,-122.29799999999999,1490,4500,POINT (-122.298 47.6048),8
13947,2014-06-03,695000.0,4,2961,12146,2.0,0.0,0.0,3,0.0,1998,0.0,98075,47.5839,-122.052,2620,17749,POINT (-122.052 47.5839),6
13948,2015-01-05,485000.0,3,1680,7385,2.0,0.0,0.0,3,0.0,1988,0.0,98074,47.6194,-122.041,1970,7470,POINT (-122.041 47.6194),1
13949,2014-06-03,280000.0,3,1590,27200,1.5,0.0,0.0,4,0.0,1926,0.0,98038,47.4238,-122.052,1820,74052,POINT (-122.052 47.4238),6
13950,2015-05-07,306500.0,2,1420,16400,1.5,0.0,0.0,4,0.0,1943,0.0,98023,47.3221,-122.344,1900,16400,POINT (-122.344 47.3221),5
13951,2015-03-21,720000.0,2,1370,9460,1.0,0.0,0.0,3,0.0,1950,0.0,98004,47.6238,-122.191,1690,9930,POINT (-122.191 47.6238),3
13952,2014-11-18,277500.0,3,2620,4558,2.0,0.0,3.0,3,0.0,2010,0.0,98022,47.1944,-121.97399999999999,1670,4558,POINT (-121.974 47.1944),11
13953,2014-09-05,649000.0,3,1810,17006,2.0,0.0,4.0,3,0.0,1913,1987.0,98166,47.4663,-122.369,2180,24911,POINT (-122.369 47.4663),9
13954,2015-03-03,3400000.0,4,4730,47870,1.0,1.0,4.0,3,1790.0,1954,0.0,98033,47.6967,-122.21600000000001,3250,49346,POINT (-122.216 47.6967),3
13955,2014-05-14,267800.0,2,700,6000,1.0,0.0,0.0,4,0.0,1949,0.0,98155,47.7515,-122.316,920,6000,POINT (-122.316 47.7515),5
13956,2015-03-25,625000.0,4,2390,6979,2.0,0.0,0.0,3,0.0,1993,0.0,98029,47.5703,-121.99600000000001,2090,6321,POINT (-121.996 47.5703),3
13957,2014-09-17,600000.0,4,2070,8127,1.5,0.0,0.0,3,480.0,1924,2003.0,98125,47.7316,-122.289,2050,8131,POINT (-122.289 47.7316),9
13958,2014-10-17,395000.0,4,1780,8149,1.5,0.0,0.0,4,0.0,1948,0.0,98155,47.745,-122.302,1180,8149,POINT (-122.302 47.745),10
13959,2015-04-27,212000.0,4,1900,21780,1.5,0.0,0.0,3,0.0,1940,1987.0,98198,47.3776,-122.314,1240,9166,POINT (-122.314 47.3776),4
13960,2014-12-12,425000.0,2,1040,4040,1.0,0.0,0.0,3,100.0,1928,0.0,98117,47.6829,-122.39299999999999,1420,4040,POINT (-122.393 47.6829),12
13961,2015-05-11,870000.0,4,2370,5000,1.5,0.0,2.0,3,600.0,1919,0.0,98103,47.6779,-122.35700000000001,2100,4550,POINT (-122.357 47.6779),5
13962,2015-03-25,420000.0,3,1970,3667,2.0,0.0,0.0,3,0.0,2004,0.0,98065,47.5321,-121.851,1970,3739,POINT (-121.851 47.5321),3
13963,2015-04-03,800000.0,4,2120,9921,2.0,0.0,0.0,3,0.0,1981,0.0,98027,47.5593,-122.08200000000001,1890,7845,POINT (-122.082 47.5593),4
13964,2015-05-06,575000.0,3,1960,9535,2.0,0.0,0.0,3,0.0,1989,0.0,98011,47.7371,-122.215,2520,9206,POINT (-122.215 47.7371),5
13965,2014-06-20,915000.0,3,2660,4000,2.0,0.0,0.0,3,490.0,2003,0.0,98122,47.6186,-122.288,2660,4000,POINT (-122.288 47.6186),6
13966,2014-09-03,400000.0,3,1180,14258,2.0,0.0,0.0,3,0.0,1987,0.0,98034,47.7112,-122.238,1860,10390,POINT (-122.238 47.7112),9
13967,2014-05-02,750000.0,3,2390,6550,1.0,0.0,2.0,4,950.0,1955,0.0,98116,47.5714,-122.40799999999999,2010,6550,POINT (-122.408 47.5714),5
13968,2014-11-03,235000.0,3,1250,7592,1.0,0.0,0.0,5,0.0,1961,0.0,98042,47.3604,-122.111,1250,7592,POINT (-122.111 47.3604),11
13969,2014-11-12,599950.0,5,2600,13674,1.0,0.0,0.0,5,1300.0,1967,0.0,98125,47.7176,-122.302,2150,7800,POINT (-122.302 47.7176),11
13970,2015-03-27,481203.0,2,940,3800,1.0,0.0,0.0,3,0.0,1929,0.0,98115,47.6798,-122.292,1680,3800,POINT (-122.292 47.6798),3
13971,2014-06-19,1820000.0,5,3880,13000,2.0,0.0,0.0,3,0.0,1972,2003.0,98040,47.5467,-122.234,3470,13701,POINT (-122.234 47.5467),6
13972,2014-07-09,379000.0,3,1530,2913,2.0,0.0,0.0,4,0.0,1986,0.0,98033,47.6939,-122.184,1370,3783,POINT (-122.184 47.6939),7
13973,2014-06-26,626000.0,3,2430,5000,2.0,0.0,0.0,4,670.0,1945,0.0,98117,47.6785,-122.37200000000001,1320,4062,POINT (-122.372 47.6785),6
13974,2014-05-21,535000.0,2,1030,4841,1.0,0.0,0.0,3,110.0,1939,0.0,98103,47.68600000000001,-122.34100000000001,1530,4944,POINT (-122.341 47.68600000000001),5
13975,2014-06-09,1230000.0,4,2740,16007,2.0,0.0,0.0,3,0.0,1984,0.0,98039,47.6353,-122.229,2760,16008,POINT (-122.229 47.6353),6
13976,2014-07-24,410000.0,2,1180,1034,2.0,0.0,0.0,3,60.0,2001,0.0,98115,47.678000000000004,-122.322,1137,1034,POINT (-122.322 47.678),7
13977,2015-02-10,940000.0,4,3090,9238,1.0,0.0,3.0,4,1410.0,1967,0.0,98006,47.5654,-122.163,2690,8500,POINT (-122.163 47.5654),2
13978,2014-07-21,326250.0,3,1060,9663,1.0,0.0,0.0,3,0.0,1967,0.0,98034,47.7244,-122.226,1320,10162,POINT (-122.226 47.7244),7
13979,2014-09-05,200000.0,2,790,5985,1.0,0.0,0.0,3,0.0,1944,0.0,98178,47.4941,-122.24,1030,5985,POINT (-122.24 47.4941),9
13980,2014-08-13,880000.0,4,3070,8250,1.0,0.0,0.0,5,970.0,1958,0.0,98005,47.5935,-122.17200000000001,2270,8800,POINT (-122.172 47.5935),8
13981,2014-11-03,370000.0,2,2100,58488,2.0,0.0,0.0,3,0.0,2005,0.0,98014,47.72,-121.402,1440,59346,POINT (-121.402 47.72),11
13982,2014-08-01,190000.0,2,1100,1737,2.0,0.0,0.0,3,0.0,2006,0.0,98055,47.4499,-122.189,1610,2563,POINT (-122.189 47.4499),8
13983,2015-01-29,160000.0,2,1070,4200,1.0,0.0,0.0,4,0.0,1983,0.0,98002,47.3336,-122.215,1150,4200,POINT (-122.215 47.3336),1
13984,2014-08-23,625000.0,4,2190,12825,1.0,0.0,0.0,3,670.0,1989,0.0,98034,47.7107,-122.229,3050,4673,POINT (-122.229 47.7107),8
13985,2015-05-07,590000.0,4,3450,6873,2.0,0.0,0.0,3,700.0,2004,0.0,98058,47.458999999999996,-122.118,3450,6873,POINT (-122.118 47.459),5
13986,2014-08-05,575000.0,3,2070,3599,2.0,0.0,0.0,3,0.0,1999,0.0,98033,47.6679,-122.165,2070,6844,POINT (-122.165 47.6679),8
13987,2014-10-13,470000.0,2,1190,5200,1.0,0.0,0.0,5,0.0,1912,0.0,98103,47.6939,-122.348,1550,5100,POINT (-122.348 47.6939),10
13988,2015-03-11,130000.0,2,600,1500,1.0,0.0,0.0,4,0.0,1900,0.0,98027,47.5289,-122.03299999999999,1130,6000,POINT (-122.033 47.5289),3
13989,2015-04-21,229000.0,3,940,8400,1.0,0.0,0.0,3,0.0,1958,0.0,98056,47.5108,-122.165,1190,8400,POINT (-122.165 47.5108),4
13990,2014-08-22,279900.0,3,1280,12928,1.5,0.0,0.0,3,0.0,1942,0.0,98023,47.3215,-122.399,1610,19467,POINT (-122.399 47.3215),8
13991,2014-05-19,307000.0,3,1370,7500,1.0,0.0,0.0,3,0.0,1960,0.0,98014,47.6499,-121.915,1160,7500,POINT (-121.915 47.6499),5
13992,2014-10-23,399950.0,3,2450,15001,1.0,0.0,0.0,3,470.0,1989,0.0,98014,47.6957,-121.913,1790,15323,POINT (-121.913 47.6957),10
13993,2014-08-01,405000.0,4,1970,15743,1.0,0.0,0.0,3,600.0,1962,0.0,98011,47.7673,-122.20200000000001,2390,11336,POINT (-122.202 47.7673),8
13994,2014-10-07,539950.0,4,2910,9000,1.0,0.0,0.0,4,780.0,1966,0.0,98006,47.544,-122.176,1970,9000,POINT (-122.176 47.544),10
13995,2014-11-07,129000.0,2,760,5240,1.0,0.0,0.0,3,0.0,1949,0.0,98032,47.38800000000001,-122.234,980,5080,POINT (-122.234 47.38800000000001),11
13996,2014-09-17,340000.0,3,1270,8422,1.0,0.0,0.0,3,0.0,1967,0.0,98011,47.7601,-122.197,1470,8500,POINT (-122.197 47.7601),9
13997,2014-06-11,214950.0,3,1570,4875,1.0,0.0,0.0,4,260.0,1977,0.0,98042,47.3621,-122.094,1380,5200,POINT (-122.094 47.3621),6
13998,2014-06-25,450000.0,4,2310,5650,1.0,0.0,2.0,3,980.0,1952,0.0,98118,47.51300000000001,-122.25200000000001,2300,5650,POINT (-122.252 47.51300000000001),6
13999,2015-03-04,515000.0,3,1900,5000,1.0,0.0,0.0,4,950.0,1925,0.0,98106,47.5677,-122.363,1420,5000,POINT (-122.363 47.5677),3
14000,2014-08-22,1400000.0,4,3780,5160,2.0,0.0,0.0,4,1270.0,1907,0.0,98112,47.6275,-122.30799999999999,2740,5160,POINT (-122.308 47.6275),8
14001,2014-06-26,230000.0,3,1060,9946,1.0,0.0,0.0,4,0.0,1956,0.0,98188,47.4432,-122.28200000000001,1310,10619,POINT (-122.282 47.4432),6
